Name,Website,Featured,Stage,Industry,Tags,Region,Startup HQ,NumOfTags,Funding (USD),CompanySize,Funding_min,rate_percent,Allign with 2030,Funding_Avg,Opportunity_Level,Year of establishment
Lean,https://www.leantech.me,,Series B,Financial Services,Fintech Infrastructure,Riyadh,Saudi Arabia,1,15M – 30M,Startup / Small,15000000.0,75.6,Yes,22.50M,High,2019
Foodics,https://www.foodics.com/,,Series C,"Technology ,Food & Beverages ","SaaS,Financial Solution",Riyadh,Saudi Arabia,2,25M – 50M,Startup / Small,25000000.0,75.6,Yes,37.50M,High,2014
Salla,https://salla.com/,True,Private Equity,Technology ,SaaS,Makkah,Saudi Arabia,1,50M – 500M+,Large,50000000.0,13.68,Yes,275.00M,High,2016
Nana,https://nana.co/en,True,Series C,Food & Beverages ,"Last Mile Delivery,Marketplace,E-Commerce",Riyadh,Saudi Arabia,3,25M – 50M,Startup / Small,25000000.0,75.6,Yes,37.50M,High,2016
Mozn,https://www.mozn.sa,True,Pre-Series B,Technology ,AI & Machine Learning,Riyadh,Saudi Arabia,1,10M – 18M,Mid-level,10000000.0,75.6,Yes,14.00M,Medium,2017
Rewaa,https://rewaatech.com,True,Series A,Technology ,"SaaS,ERP",Riyadh,Saudi Arabia,2,6M – 15M,Startup / Small,6000000.0,75.6,Yes,10.50M,Medium,2018
Zid,https://zid.sa/,True,Series B,"Technology ,Retail","SaaS,E-Commerce",Riyadh,Saudi Arabia,2,15M – 30M,Startup / Small,15000000.0,75.6,Yes,22.50M,High,2017
Classera,https://classera.com,True,Series A,Education,SaaS,Makkah,Saudi Arabia,1,6M – 15M,Startup / Small,6000000.0,13.68,Yes,10.50M,Medium,2012
Gathern,https://gathern.co,True,Pre-Series A,"Travel & Tourism,Real Estate","Marketplace,Hospitality",Riyadh,Saudi Arabia,2,2M – 6M,Startup / Small,2000000.0,75.6,Yes,4.00M,Medium,2016
Sary,https://www.sary.com/en,True,Series C,"Food & Beverages ,Retail","B2B Financing,Marketplace",Riyadh,Saudi Arabia,2,25M – 50M,Startup / Small,25000000.0,75.6,Yes,37.50M,High,2018
Syarah,https://syarah.com,True,Series B,Transportation & Automotive,"Marketplace,E-Commerce,Fintech Infrastructure",Riyadh,Saudi Arabia,3,15M – 30M,Startup / Small,15000000.0,75.6,Yes,22.50M,High,2015
Goldenscent,https://www.goldenscent.com,True,Series A,Personal Care & Beauty ,E-Commerce,Riyadh,Saudi Arabia,1,6M – 15M,Startup / Small,6000000.0,75.6,Yes,10.50M,Medium,2014
Mrsool,https://mrsool.co,True,Series A,"Food & Beverages ,Logistics ","Last Mile Delivery,Marketplace",Riyadh,Saudi Arabia,2,6M – 15M,Startup / Small,6000000.0,75.6,Yes,10.50M,Medium,2015
Grintafy,https://grintafy.com,True,Pre-Series A,Sports,"Marketplace,HR & Recruitment ",Makkah,Saudi Arabia,2,2M – 6M,Startup / Small,2000000.0,13.68,Yes,4.00M,Medium,2019
Hakbah,https://hakbah.sa,True,Series A,Financial Services,ROSCA,Riyadh,Saudi Arabia,1,6M – 15M,Startup / Small,6000000.0,75.6,Yes,10.50M,Medium,2018
Hala,https://hala.com/home,True,Series A,Financial Services,"Financial Solution,ePOS,Expense Mangement",Riyadh,Saudi Arabia,3,6M – 15M,Startup / Small,6000000.0,75.6,Yes,10.50M,Medium,2017
Rasan,https://www.rasan.co/,True,IPO,Insurance ,Marketplace,Riyadh,Saudi Arabia,1,500M – 2B+,Enterprise,500000000.0,75.6,Yes,1.25B,High,2016
Nice One,https://niceonesa.com/ar,True,IPO,Personal Care & Beauty ,E-Commerce,Riyadh,Saudi Arabia,1,500M – 2B+,Enterprise,500000000.0,75.6,Yes,1.25B,High,2016
Noon Academy,https://www.learnatnoon.com/ar-sa,True,Series B,Education,Marketplace,Riyadh,Saudi Arabia,1,15M – 30M,Startup / Small,15000000.0,75.6,Yes,22.50M,High,2013
Paytabs,https://site.paytabs.com/en/,True,Series B,Financial Services,"Payment Gateway,Financial Solution",Eastern,Saudi Arabia,2,15M – 30M,Startup / Small,15000000.0,4.97,Yes,22.50M,High,2014
OTO,https://tryoto.com,True,Series A,Logistics ,SaaS,Riyadh,Saudi Arabia,1,6M – 15M,Startup / Small,6000000.0,75.6,Yes,10.50M,Medium,2019
Unifonic,https://www.unifonic.com/en/,True,Series B,Technology ,"SaaS,Fintech Infrastructure",Riyadh,Saudi Arabia,2,15M – 30M,Startup / Small,15000000.0,75.6,Yes,22.50M,High,2006
Penny Software,https://penny.co/,True,Pre-Series A,Technology ,SaaS,Riyadh,Saudi Arabia,1,2M – 6M,Startup / Small,2000000.0,75.6,Yes,4.00M,Medium,2020
Lucidya,https://lucidya.com,True,Series A,Technology ,SaaS,Riyadh,Saudi Arabia,1,6M – 15M,Startup / Small,6000000.0,75.6,Yes,10.50M,Medium,2016
Flyakeed,https://flyakeed.com,True,Series A,Travel & Tourism,"SaaS,Marketplace,Expense Mangement",Riyadh,Saudi Arabia,3,6M – 15M,Startup / Small,6000000.0,75.6,Yes,10.50M,Medium,2017
Forus,https://www.forusinvest.com,True,Pre-Series A,Financial Services,"SME-Funding,Crowdfunding",Riyadh,Saudi Arabia,2,2M – 6M,Startup / Small,2000000.0,75.6,Yes,4.00M,Medium,2019
Cura,https://cura.sa/ar/,True,Series A,Healthcare,Telehealth ,Riyadh,Saudi Arabia,1,6M – 15M,Startup / Small,6000000.0,75.6,No,10.50M,Medium,2016
Lendo,https://lendo.sa/,True,Series B,Financial Services,"SME-Funding,Crowdfunding",Riyadh,Saudi Arabia,2,15M – 30M,Startup / Small,15000000.0,75.6,Yes,22.50M,High,2019
Aanab,https://aanaab.com,True,Series A,Education,"Subscription,HR & Recruitment ,E-Learning",Makkah,Saudi Arabia,3,6M – 15M,Startup / Small,6000000.0,13.68,Yes,10.50M,Medium,2019
Barq,https://web.barqfleet.com/,True,Series A,Transportation & Automotive,Last Mile Delivery,Riyadh,Saudi Arabia,1,6M – 15M,Startup / Small,6000000.0,75.6,Yes,10.50M,Medium,
Taffi,https://www.taffi.co/,True,Pre-Series A,Fashion,"Marketplace,E-Commerce",Riyadh,Saudi Arabia,2,2M – 6M,Startup / Small,2000000.0,75.6,Yes,4.00M,Medium,2021
Sifi,https://www.sifi.app/ar,True,Seed,Financial Services,Expense Mangement,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,2021
Sirdab,https://www.sirdab.co/,,Seed,Logistics ,Marketplace,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,2019
Tweeq,https://tweeq.sa/,,Seed,Financial Services,Digital Bank,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,2020
Lamaa,https://www.lamaa.sa/,True,Seed,Financial Services,B2B Financing,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,2021
Glamera,https://business.glamera.com/en/,,Pre-Series A,Personal Care & Beauty ,SaaS,Riyadh,Saudi Arabia,1,2M – 6M,Startup / Small,2000000.0,75.6,Yes,4.00M,Medium,2019
Sweater,https://www.sweater.sa/,,Pre-Series A,Transportation & Automotive,"E-Commerce,Subscription",Riyadh,Saudi Arabia,2,2M – 6M,Startup / Small,2000000.0,75.6,Yes,4.00M,Medium,2022
Fifo Plus,https://www.fifoplus.com/,,Pre-Series A,Food & Beverages ,"Marketplace,B2B Financing",Makkah,Saudi Arabia,2,2M – 6M,Startup / Small,2000000.0,13.68,Yes,4.00M,Medium,2021
DailyMealz,https://dailymealz.com/?lang=en,,Pre-Series A,Food & Beverages ,Subscription,Riyadh,Saudi Arabia,1,2M – 6M,Startup / Small,2000000.0,75.6,No,4.00M,Medium,2017
Jeel,https://pay.jeelapp.com/,,Seed,Education,BNPL,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,2019
Morni,https://www.morniksa.com/?locale=en,True,Series B,Transportation & Automotive,"Marketplace,E-Commerce",Riyadh,Saudi Arabia,2,15M – 30M,Startup / Small,15000000.0,75.6,Yes,22.50M,High,2014
Sabbar,https://sabbar.com/en,True,Pre-Series A,HR & Recruitments,Marketplace,Riyadh,Saudi Arabia,1,2M – 6M,Startup / Small,2000000.0,75.6,Yes,4.00M,Medium,2019
Quant,https://www.quant.sa/,True,Pre-Series A,Technology ,AI & Machine Learning,Riyadh,Saudi Arabia,1,2M – 6M,Startup / Small,2000000.0,75.6,Yes,4.00M,Medium,2016
PalmHR,https://palmhr.net/,,Pre-Series A,"Technology ,HR & Recruitments","SaaS,ERP",Riyadh,Saudi Arabia,2,2M – 6M,Startup / Small,2000000.0,75.6,Yes,4.00M,Medium,2019
PiFlow,https://www.piflow.net/,,Seed,Technology ,"SaaS,ERP",Riyadh,Saudi Arabia,2,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,2017
Qoyod,https://www.qoyod.com,True,Pre-Series A,Technology ,"SaaS,ERP",Riyadh,Saudi Arabia,2,2M – 6M,Startup / Small,2000000.0,75.6,Yes,4.00M,Medium,2016
Salasa,http://salasa.co/,,Series B,Logistics ,Subscription,Riyadh,Saudi Arabia,1,15M – 30M,Startup / Small,15000000.0,75.6,No,22.50M,High,2016
Taker,https://taker.io/,,Pre-Series A,"Technology ,Food & Beverages ",SaaS,Riyadh,Saudi Arabia,1,2M – 6M,Startup / Small,2000000.0,75.6,Yes,4.00M,Medium,2019
Vom,https://getvom.com/,,Pre-Series A,Technology ,"SaaS,ERP",Riyadh,Saudi Arabia,2,2M – 6M,Startup / Small,2000000.0,75.6,Yes,4.00M,Medium,2020
Wosul,https://wosul.sa/,,Pre-Series A,Technology ,"SaaS,ERP",Riyadh,Saudi Arabia,2,2M – 6M,Startup / Small,2000000.0,75.6,Yes,4.00M,Medium,2020
Shgardi,https://shgardi.app/en/index.html,True,Pre-Series A,Food & Beverages ,"Last Mile Delivery,Marketplace",Eastern,Saudi Arabia,2,2M – 6M,Startup / Small,2000000.0,4.97,Yes,4.00M,Medium,2019
Suplift,https://suplift.com,,Seed,Entertainment,Marketplace,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,2016
Tamra Captial,https://tamracapital.sa,,Series B,Financial Services,Robo-Advisory ,Riyadh,Saudi Arabia,1,15M – 30M,Startup / Small,15000000.0,75.6,Yes,22.50M,High,2021
Telgani,https://www.telgani.com/en/home,,Seed,Transportation & Automotive,E-Commerce,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,
The Chefz,https://thechefz.co/en/,True,Seed,Food & Beverages ,"Last Mile Delivery,Marketplace",Riyadh,Saudi Arabia,2,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,2017
Walaplus,https://www.walaplus.com,,Seed,Technology ,Loyalty ,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,2018
Juleb,https://juleb.com,True,Seed,Healthcare,SaaS,Makkah,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,13.68,Yes,2.00M,Medium,
Labayh,https://labayh.net/ar/,True,Pre-Series A,Wellness & Mental Health,Telehealth ,Riyadh,Saudi Arabia,1,2M – 6M,Startup / Small,2000000.0,75.6,No,4.00M,Medium,2018
Mismar,https://mismarapp.com,True,Seed,Transportation & Automotive,"SaaS,Marketplace,E-Commerce",Riyadh,Saudi Arabia,3,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,
Ejaro,https://www.ejaro.com,True,Pre-Series A,Transportation & Automotive,Marketplace,Makkah,Saudi Arabia,1,2M – 6M,Startup / Small,2000000.0,13.68,Yes,4.00M,Medium,
Algooru,https://www.algooru.com,True,Pre-Series A,Education,Marketplace,Riyadh,Saudi Arabia,1,2M – 6M,Startup / Small,2000000.0,75.6,Yes,4.00M,Medium,2021
Circlys,https://circlys.com,True,Seed,Financial Services,ROSCA,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,2017
Own,https://own.sa/,,Seed,Real Estate,Marketplace,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,2023
Ejari,https://ejari.sa/,True,Pre-Series A,Real Estate,BNPL,Riyadh,Saudi Arabia,1,2M – 6M,Startup / Small,2000000.0,75.6,Yes,4.00M,Medium,2015
Wakecap,https://www.wakecap.com/,,Pre-Series A,Construction,Hardware & loT & Drones,Riyadh,Saudi Arabia,1,2M – 6M,Startup / Small,2000000.0,75.6,Yes,4.00M,Medium,2018
BuildNow,https://www.buildnow.sa/,True,Pre-Series A,Construction,B2B Financing,Riyadh,Saudi Arabia,1,2M – 6M,Startup / Small,2000000.0,75.6,Yes,4.00M,Medium,2020
Resal,https://resal.me/en/,True,Pre-Series A,Technology ,Loyalty ,Riyadh,Saudi Arabia,1,2M – 6M,Startup / Small,2000000.0,75.6,Yes,4.00M,Medium,2018
Soum,https://soum.sa/,True,Pre-Series A,"Retail,Electronics ",Social Commerce ,Riyadh,Saudi Arabia,1,2M – 6M,Startup / Small,2000000.0,75.6,Yes,4.00M,Medium,2016
Barq,https://barq.com/,True,Seed,Financial Services,Digital Bank,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,
Ithnain,https://ithnain.com/,True,Seed,"Healthcare,Wellness & Mental Health",Marketplace,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,2019
Qawafel,https://www.qawafel.sa/,,Seed,Food & Beverages ,Marketplace,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,2020
Lawazem,https://www.lawazem.com/,,Seed,Retail,Marketplace,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,2020
Mawidy,https://mawidy.com/en/,,Seed,Healthcare,Marketplace,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,
1pass,https://1pass.app/#home,,Seed,Sports,"SaaS,Subscription",Makkah,Saudi Arabia,2,1M – 3M,Startup / Small,1000000.0,13.68,Yes,2.00M,Medium,2017
Abqary,https://abqary-academy.com,,Seed,Education,E-Learning,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,
Airbius,https://arabius.com,,Seed,Education,E-Learning,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,2020
Ajdur,https://ajdur.com/sa,,Seed,Education,E-Learning,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,
Alkhattat,https://www.alkhattat.net,,Seed,Education,E-Learning,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,
Almosafer,https://www.almosafer.com/ar,,Private Equity,Travel & Tourism,Marketplace,Riyadh,Saudi Arabia,1,50M – 500M+,Large,50000000.0,75.6,Yes,275.00M,High,2012
Aqssar,https://www.aqssar.com,,Seed,Education,Streaming,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,
As3a,https://as3a.com,,Seed,HR & Recruitments,Marketplace,Makkah,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,13.68,Yes,2.00M,Medium,2019
Avokado,https://avokado.sa,,Seed,Food & Beverages ,E-Commerce,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,
B8ak,https://www.b8ak.com,,Seed,Professional Service ,Marketplace,Eastern,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,4.97,Yes,2.00M,Medium,
Bonat,https://www.bonat.io,,Seed,Technology ,Loyalty ,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,2018
Dafater,https://dafater.sa,,Pre-Series A,Technology ,"SaaS,ERP",Riyadh,Saudi Arabia,2,2M – 6M,Startup / Small,2000000.0,75.6,Yes,4.00M,Medium,2010
Direct,https://directksa.com/ar/,,Seed,Travel & Tourism,E-Commerce,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,
Elham,https://www.elham.sa,,Seed,Education,"SaaS,E-Learning",Riyadh,Saudi Arabia,2,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,2018
ِEstbyani,https://estbyani.com,,Seed,Technology ,SaaS,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,2020
Ezhalha,https://ezhalha.com.sa/services,,Seed,Transportation & Automotive,"E-Commerce,Marketplace",Riyadh,Saudi Arabia,2,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,2014
Faheem,https://www.faheemapp.com,,Seed,Education,Marketplace,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,
Falconviz,https://www.falconviz.com,,Seed,Technology ,Hardware & loT & Drones,Makkah,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,13.68,Yes,2.00M,Medium,2015
Flyin,https://www.flyin.com,,Series A,Travel & Tourism,"E-Commerce,Marketplace",Riyadh,Saudi Arabia,2,6M – 15M,Startup / Small,6000000.0,75.6,Yes,10.50M,Medium,2006
GAGA,https://gaga-app.com/,,Seed,Education,"E-Learning,Marketplace",Eastern,Saudi Arabia,2,1M – 3M,Startup / Small,1000000.0,4.97,Yes,2.00M,Medium,
Geeks Valley,https://geeksvalley.com,,Seed,Electronics ,E-Commerce,Makkah,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,13.68,Yes,2.00M,Medium,2015
Geidea,https://www.geidea.net/,,Private Equity,Financial Services,"ePOS,Payment Gateway,Financial Solution",Riyadh,Saudi Arabia,3,50M – 500M+,Large,50000000.0,75.6,Yes,275.00M,High,2008
Haboob,https://haboob.sa,,Seed,Technology ,Cyber Security ,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,2018
HalaYalla,https://halayalla.com/sa-en,,Seed,"Travel & Tourism,Technology ","E-Commerce,Marketplace",Riyadh,Saudi Arabia,2,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,
Haraj,https://haraj.com.sa,True,Private Equity,"Social,Technology ","Advertisement,Social Commerce ",Riyadh,Saudi Arabia,2,50M – 500M+,Large,50000000.0,75.6,Yes,275.00M,High,
Haseel,https://haseelapp.com,,Series A,Food & Beverages ,"Marketplace,E-Commerce",Riyadh,Saudi Arabia,2,6M – 15M,Startup / Small,6000000.0,75.6,Yes,10.50M,Medium,
Hudhud,https://www.hudhud.ai,,Seed,Technology ,AI & Machine Learning,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,
Hungerstation,https://hungerstation.com/sa-ar,,Private Equity,Food & Beverages ,"Marketplace,Last Mile Delivery,E-Commerce",Riyadh,Saudi Arabia,3,50M – 500M+,Large,50000000.0,75.6,Yes,275.00M,High,2012
Iajeer,https://www.iajeer.com,,Seed,Professional Service ,Marketplace,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,2017
idrive,https://idrive-ksa.com,,Seed,Transportation & Automotive,"E-Commerce,Subscription",Riyadh,Saudi Arabia,2,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,2019
Istoria,https://istoria.app/en/,True,Seed,Education,E-Learning,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,2020
Jareed,https://www.jareed.net,,Seed,Media,Advertisement,Makkah,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,13.68,Yes,2.00M,Medium,2018
Lugmety,https://lugmety.com,,Pre-Series A,Food & Beverages ,"E-Commerce,Marketplace,Last Mile Delivery",Makkah,Saudi Arabia,3,2M – 6M,Startup / Small,2000000.0,13.68,Yes,4.00M,Medium,2017
Maharah,https://maharah.co,,Seed,Professional Service ,Marketplace,Makkah,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,13.68,Yes,2.00M,Medium,2020
Marn,https://marn.io,,Seed,HR & Recruitments,Marketplace,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,
Mntrni,https://get.mntrni.com,,Seed,"Consulting,Professional Service ",Marketplace,Makkah,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,13.68,Yes,2.00M,Medium,2016
Munjz,https://munjz.com,True,Series A,"Real Estate,Professional Service ","SaaS,Marketplace",Riyadh,Saudi Arabia,2,6M – 15M,Startup / Small,6000000.0,75.6,Yes,10.50M,Medium,2022
Namthaja,https://namthaja.com,,Seed,Manufacturing ,3D Printing,Eastern,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,4.97,Yes,2.00M,Medium,2019
Passioneurs,https://www.passioneurs.net/ar,,Seed,"Professional Service ,Art & Design",Marketplace,Makkah,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,13.68,Yes,2.00M,Medium,2020
Print.sa,https://www.print.sa,,Seed,Art & Design,E-Commerce,Makkah,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,13.68,Yes,2.00M,Medium,2018
Qdrat,https://qdrat.com,,Seed,Education,E-Learning,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,2020
Qewam,https://www.qewam.com,,Seed,Technology ,SaaS,Makkah,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,13.68,Yes,2.00M,Medium,2020
Rain,https://www.rain.com,,Series B,Financial Services,Cryptocurrencies & NFTs,Eastern,Saudi Arabia,1,15M – 30M,Startup / Small,15000000.0,4.97,No,22.50M,High,2013
Rawaq,https://www.rwaq.org,,Seed,Education,E-Learning,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,2011
Ri7laty,https://www.ri7laty.com,,Seed,"Education,Travel & Tourism","E-Commerce,Marketplace",Riyadh,Saudi Arabia,2,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,2017
Sadeem,https://sadeemwss.com,,Seed,Technology ,Hardware & loT & Drones,Makkah,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,13.68,Yes,2.00M,Medium,2021
Saee,https://saee.sa,,Seed,Logistics ,Last Mile Delivery,Makkah,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,13.68,Yes,2.00M,Medium,2019
Sajil,https://www.sajil.org,,Seed,Technology ,APP Dev & PaaS,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,2003
Sanar,https://www.sanar.sa,True,Seed,Healthcare,Telehealth ,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,No,2.00M,Medium,2019
Sawerly,http://sawerly.com,,Seed,Professional Service ,Marketplace,Makkah,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,13.68,Yes,2.00M,Medium,
Scalers,https://www.withscalers.com,,Seed,HR & Recruitments,Marketplace,Eastern,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,4.97,Yes,2.00M,Medium,2020
Speero,https://speero.net,,Seed,Transportation & Automotive,Marketplace,Riyadh,Saudi Arabia,1,1M – 3M,Startup / Small,1000000.0,75.6,Yes,2.00M,Medium,2017
